Transaction ID,Date,Product Category,Product Subcategory,Quantity,Price per Unit,Total Sales,Cost of Goods Sold,Marketing Expense,Shipping Expense,Discount Applied,Customer ID,Region,Profit,Tax,Payment Method,Day of Week,Month,Quarter,Customer Segment,Sales Channel,Product Rating
222232,05-09-2023,Home & Kitchen,Appliances,1,12968.7,12968.7,8224.23,1089.6,112.53,No Discount,7834,Punjab,3542.34,1461.34,Credit Card,Tuesday,September,Q3,Low-Value,Retail Store,2.11
869226,22-08-2023,Fashion,Shoes,1,26404.86,26404.86,18146.53,1596.21,143.74,5%,7695,Punjab,6518.38,2186.61,Cash,Tuesday,August,Q3,Mid-Value,Online,3.9
154789,02-07-2023,Home & Kitchen,Appliances,3,22683.96,68051.88,49968.99,4534.03,547.57,5%,3974,Madhya Pradesh,13001.29,4604.72,UPI,Sunday,July,Q3,High-Value,Retail Store,2.45
950710,11-04-2023,Beauty,Haircare,4,9936.29,39745.16,24146.56,3407.9,1130.24,15%,1169,Maharastra,11060.46,2848.72,Cash,Tuesday,April,Q2,Low-Value,Offline,4.88
759657,18-01-2023,Home & Kitchen,Furniture,3,7348.93,22046.79,14728.05,1948.76,1133.97,No Discount,4473,Punjab,4236.01,2000.98,Debit Card,Wednesday,January,Q1,Low-Value,Online,3.18
622961,07-01-2023,Beauty,Fragrances,3,26644.83,79934.49,58580.95,7739.95,747.73,15%,1611,Madhya Pradesh,12865.86,9320.53,Credit Card,Saturday,January,Q1,Mid-Value,Retail Store,4.27
945044,16-11-2023,Electronics,Laptops,2,35223.55,70447.1,53862.61,5488.22,961.79,5%,1763,Madhya Pradesh,10134.48,5439.29,Cash,Thursday,November,Q4,High-Value,Offline,2.55
566958,28-06-2023,Beauty,Haircare,2,20362.55,40725.1,25589.98,2135.89,197.34,No Discount,3779,Punjab,12801.89,3144.23,UPI,Wednesday,June,Q2,High-Value,Offline,4.85
944476,02-01-2023,Fashion,Shoes,4,25807.98,103231.92,75078.79,5711.6,1028.59,15%,1086,Uttarakhand,21412.94,15360.86,Cash,Monday,January,Q1,Low-Value,Retail Store,3.23
244052,14-01-2023,Beauty,Skincare,3,31125.04,93375.12,66772.41,6367.03,739.77,No Discount,1611,Maharastra,19495.91,5234.99,Debit Card,Saturday,January,Q1,Mid-Value,Online,3.14
658211,15-11-2023,Fashion,Shoes,1,49348.84,49348.84,38660.82,3604.31,169.29,No Discount,9089,Madhya Pradesh,6914.42,4973.11,Debit Card,Wednesday,November,Q4,High-Value,Online,3.63
642635,08-01-2023,Electronics,Audio Player,1,12946.74,12946.74,8111.47,1110.33,207.11,No Discount,8901,Punjab,3517.83,1167.48,UPI,Sunday,January,Q1,Mid-Value,Online,4.08
184630,06-11-2023,Fashion,Accessories,3,14633.8,43901.4,30312.66,3526.72,750.87,5%,4630,Gujrat,9311.15,3820.55,UPI,Monday,November,Q4,High-Value,Offline,2.63
172557,27-10-2023,Fashion,Shoes,1,15654.98,15654.98,9538.1,1545.3,436.82,10%,2807,Haryana,4134.76,1416.86,Cash,Friday,October,Q4,High-Value,Online,2.3
683640,15-11-2023,Fashion,Accessories,4,23755.94,95023.76,62608.72,8859.12,760.23,10%,3681,Haryana,22795.69,7969.65,Debit Card,Wednesday,November,Q4,Mid-Value,Offline,3.8
977970,02-08-2023,Electronics,TVs,1,45112.87,45112.87,29694.81,2579.22,175.48,5%,6195,Haryana,12663.36,4434.78,Debit Card,Wednesday,August,Q3,Mid-Value,Online,4.06
753216,16-12-2023,Fashion,Shoes,5,34011,170055,124494,11511.93,730.2,15%,5171,Gujrat,33318.87,19747.17,Cash,Saturday,December,Q4,Mid-Value,Retail Store,3.98
527939,25-01-2023,Beauty,Skincare,3,34951.95,104855.85,80775.07,5404.12,309.33,15%,7037,Haryana,18367.33,13550.13,UPI,Wednesday,January,Q1,High-Value,Retail Store,2.04
355344,15-03-2023,Electronics,Audio Player,2,8505.1,17010.2,11673.05,1170.82,656.66,No Discount,7176,Gujrat,3509.67,2338.45,Debit Card,Wednesday,March,Q1,Mid-Value,Retail Store,2.6
107025,30-07-2023,Fashion,Clothing,4,8113.61,32454.44,19492.39,1936.3,707.77,15%,8649,Punjab,10317.98,3644.56,Cash,Sunday,July,Q3,Low-Value,Retail Store,2.67
776929,01-12-2023,Beauty,Makeup,5,8351.68,41758.4,29832.57,2207.86,433.45,10%,4995,Maharastra,9284.52,3672.38,Cash,Friday,December,Q4,Mid-Value,Retail Store,3.99
682072,22-09-2023,Electronics,Audio Player,2,6791.61,13583.22,8217.28,709.57,566.93,15%,6161,Madhya Pradesh,4089.44,1165.25,Debit Card,Friday,September,Q3,Low-Value,Offline,4.95
414680,21-08-2023,Home & Kitchen,Furniture,1,8991.79,8991.79,5882.18,713.1,192.61,No Discount,7797,Madhya Pradesh,2203.9,853.78,UPI,Monday,August,Q3,Mid-Value,Online,1.12
103927,28-02-2023,Electronics,TVs,1,34622.6,34622.6,20793.5,3042.12,222.61,15%,1926,Madhya Pradesh,10564.37,3758.2,Cash,Tuesday,February,Q1,High-Value,Retail Store,3.82
638020,17-03-2023,Home & Kitchen,Cookware,1,46866.12,46866.12,30345.18,4328.99,325.56,10%,8466,Uttarakhand,11866.39,2495.45,UPI,Friday,March,Q1,High-Value,Retail Store,2.25
588725,28-03-2023,Beauty,Fragrances,1,5264.04,5264.04,3613.98,499.36,351.11,10%,1447,Uttarakhand,799.59,389.18,Cash,Tuesday,March,Q1,Mid-Value,Retail Store,1.42
170347,05-03-2023,Beauty,Haircare,5,23151.18,115755.9,77861.14,9919.45,651.1,5%,3923,Maharastra,27324.21,8306.07,Credit Card,Sunday,March,Q1,Low-Value,Retail Store,1.34
507305,10-10-2023,Fashion,Accessories,1,32209.47,32209.47,24924.8,2609.98,432.75,15%,8955,Madhya Pradesh,4241.94,2495.56,Credit Card,Tuesday,October,Q4,High-Value,Retail Store,4.09
133175,22-04-2023,Beauty,Skincare,2,6379.41,12758.82,8893.86,650.77,622.28,No Discount,5918,Gujrat,2591.91,1338.27,Credit Card,Saturday,April,Q2,High-Value,Retail Store,4.42
642342,21-05-2023,Beauty,Skincare,3,13250.17,39750.51,30565.98,2767.38,907.46,No Discount,8984,Maharastra,5509.69,2927.56,UPI,Sunday,May,Q2,Low-Value,Online,1.47
258324,17-06-2023,Electronics,TVs,4,25976.88,103907.52,68316.15,7138.1,397.33,No Discount,5610,Punjab,28055.94,14294.93,Credit Card,Saturday,June,Q2,Mid-Value,Offline,2.95
914611,26-08-2023,Fashion,Shoes,1,34614.12,34614.12,27394.59,2399.3,249.83,15%,3560,Uttarakhand,4570.4,2470.76,UPI,Saturday,August,Q3,High-Value,Retail Store,3.02
643964,30-10-2023,Fashion,Clothing,1,31787.7,31787.7,20345.89,1686.79,358.63,No Discount,1521,Haryana,9396.39,4410.49,Cash,Monday,October,Q4,Mid-Value,Online,4.78
180124,09-03-2023,Electronics,Laptops,3,14971.46,44914.38,31918.26,2811.87,1067.61,5%,9987,Uttarakhand,9116.64,5956.4,UPI,Thursday,March,Q1,High-Value,Online,2.67
431641,14-12-2023,Fashion,Clothing,1,30413.29,30413.29,19724.68,2180.62,129.26,5%,1534,Haryana,8378.73,3596.3,UPI,Thursday,December,Q4,Low-Value,Offline,2.95
594220,27-11-2023,Home & Kitchen,Decor,2,17944.75,35889.5,23134.49,3049.16,572.96,15%,6760,Himachal Pradesh,9132.89,2481,Cash,Monday,November,Q4,Low-Value,Offline,4.1
401486,30-12-2023,Electronics,TVs,5,22810.86,114054.3,88277.46,9775.93,403.35,15%,4257,Madhya Pradesh,15597.56,10209.52,UPI,Saturday,December,Q4,Mid-Value,Retail Store,1.5
365814,10-07-2023,Electronics,Laptops,5,43613.38,218066.9,149625.86,13829.05,705.4,10%,6531,Haryana,53906.59,32597.75,Debit Card,Monday,July,Q3,Mid-Value,Offline,3.64
769778,16-09-2023,Fashion,Shoes,5,9120.41,45602.05,28213.16,2905.67,687.13,No Discount,7426,Uttarakhand,13796.09,4170.87,UPI,Saturday,September,Q3,Mid-Value,Online,1.25
897030,26-12-2023,Fashion,Accessories,1,45573.06,45573.06,33166.47,4217.42,230.78,10%,6853,Punjab,7958.39,5614.33,Cash,Tuesday,December,Q4,Low-Value,Offline,4.97
370871,28-12-2023,Fashion,Shoes,4,9460.63,37842.52,26557.04,3347.96,398.99,15%,3548,Haryana,7538.53,5126.9,UPI,Thursday,December,Q4,Low-Value,Retail Store,2.18
668711,22-09-2023,Electronics,Audio Player,1,6137.25,6137.25,3764.61,475.18,293.3,10%,6086,Punjab,1604.16,824.63,UPI,Friday,September,Q3,Low-Value,Online,1.41
362992,01-05-2023,Beauty,Skincare,5,46646.3,233231.5,163482.97,20439.9,1054.95,No Discount,6438,Haryana,48253.68,21864.2,Credit Card,Monday,May,Q2,Mid-Value,Online,3.09
961830,12-10-2023,Electronics,Audio Player,1,5890.83,5890.83,4123.02,501.99,405.25,5%,4081,Madhya Pradesh,860.57,645.08,Debit Card,Thursday,October,Q4,Low-Value,Online,2.9
931849,28-06-2023,Fashion,Shoes,3,26509.2,79527.6,55478.82,6525.67,342.85,5%,1123,Madhya Pradesh,17180.26,8645.91,UPI,Wednesday,June,Q2,Low-Value,Online,1.7
449351,24-10-2023,Electronics,Laptops,3,38629.62,115888.86,72893.39,8316.35,1175.23,10%,4051,Maharastra,33503.89,12304.67,Cash,Tuesday,October,Q4,Low-Value,Offline,1.58
960259,14-05-2023,Home & Kitchen,Cookware,2,27531.38,55062.76,37830.68,5154.7,482.94,5%,7301,Uttarakhand,11594.44,6773.26,Debit Card,Sunday,May,Q2,Low-Value,Retail Store,2.26
368017,14-12-2023,Electronics,TVs,1,38946.27,38946.27,27591.09,3462.15,387.69,15%,6093,Uttarakhand,7505.34,4685.3,Debit Card,Thursday,December,Q4,Mid-Value,Retail Store,3.06
437504,04-06-2023,Beauty,Fragrances,5,29141.21,145706.05,106963.42,7537.81,1144.62,5%,8282,Himachal Pradesh,30060.2,18529.49,UPI,Sunday,June,Q2,Mid-Value,Retail Store,3.95
947612,10-12-2023,Home & Kitchen,Decor,3,39338.25,118014.75,89935.28,5939.67,812.42,No Discount,9005,Madhya Pradesh,21327.38,12359.54,Credit Card,Sunday,December,Q4,High-Value,Online,2.55
253851,12-11-2023,Beauty,Skincare,2,16624.76,33249.52,24888.32,2788.83,535.74,15%,6430,Himachal Pradesh,5036.63,4091.1,Debit Card,Sunday,November,Q4,Low-Value,Offline,1.18
637644,15-07-2023,Home & Kitchen,Cookware,1,20120.28,20120.28,13930.3,1784.01,498.95,15%,2801,Gujrat,3907.02,1111.02,UPI,Saturday,July,Q3,High-Value,Retail Store,2.14
571981,17-09-2023,Electronics,Audio Player,3,10377.86,31133.58,24124.45,2087.7,238.12,5%,4640,Haryana,4683.31,2709.47,Credit Card,Sunday,September,Q3,High-Value,Offline,1.76
310567,23-02-2023,Beauty,Skincare,1,16528.38,16528.38,9969.77,1238.82,337.37,10%,8114,Maharastra,4982.42,1101.44,Debit Card,Thursday,February,Q1,High-Value,Retail Store,3.85
477071,27-01-2023,Home & Kitchen,Cookware,4,14304.79,57219.16,35628.63,5059.39,1848.32,5%,2324,Gujrat,14682.82,6120.7,Cash,Friday,January,Q1,Low-Value,Online,2.71
453450,27-01-2023,Electronics,Audio Player,3,5174.04,15522.12,12359.87,1483.44,341.22,5%,6618,Uttarakhand,1337.59,1745.33,Cash,Friday,January,Q1,Low-Value,Offline,3.66
240057,24-04-2023,Fashion,Shoes,5,45461.34,227306.7,162131.67,17569.06,2116.51,No Discount,7177,Haryana,45489.46,27769.32,Debit Card,Monday,April,Q2,High-Value,Offline,3.69
751632,12-05-2023,Fashion,Accessories,3,25465.31,76395.93,50477.37,6351.97,1357.04,10%,4575,Punjab,18209.55,6718.9,Debit Card,Friday,May,Q2,High-Value,Online,1.09
934918,11-05-2023,Home & Kitchen,Cookware,2,44309.5,88619,62623.39,6521.02,704.44,No Discount,5977,Uttarakhand,18770.15,6860.74,Credit Card,Thursday,May,Q2,Low-Value,Online,4.98
975260,16-11-2023,Electronics,TVs,4,17618.64,70474.56,46325.58,5044.13,623.7,10%,8745,Himachal Pradesh,18481.15,8065.96,Debit Card,Thursday,November,Q4,Low-Value,Retail Store,4.16
719899,04-11-2023,Fashion,Shoes,1,47753.05,47753.05,29811.7,3291.17,414.27,No Discount,2158,Haryana,14235.91,6289.67,Debit Card,Saturday,November,Q4,Low-Value,Retail Store,1.45
728326,01-02-2023,Home & Kitchen,Cookware,5,23214.82,116074.1,88011.58,10809.48,1979.92,15%,8012,Maharastra,15273.12,12687.02,Debit Card,Wednesday,February,Q1,High-Value,Retail Store,4.8
591435,13-10-2023,Fashion,Accessories,4,28697.01,114788.04,77596.02,6625.35,1631.81,15%,5864,Punjab,28934.86,10025.56,Credit Card,Friday,October,Q4,Low-Value,Offline,2.98
291968,02-03-2023,Beauty,Fragrances,2,17749.21,35498.42,28205.82,2883.82,268.22,5%,3950,Maharastra,4140.56,3150.44,Cash,Thursday,March,Q1,Mid-Value,Online,3.37
966121,20-05-2023,Electronics,TVs,4,12086.02,48344.08,30276.25,3568.87,1464.27,No Discount,7677,Madhya Pradesh,13034.69,6763.26,UPI,Saturday,May,Q2,Low-Value,Offline,2.33
969438,23-10-2023,Fashion,Shoes,5,30514.92,152574.6,110479.17,13557.4,597.69,10%,2505,Uttarakhand,27940.34,16573.58,Cash,Monday,October,Q4,Low-Value,Offline,3.23
929851,19-09-2023,Electronics,TVs,1,21571.78,21571.78,16577.35,1119.95,185.82,15%,2278,Uttarakhand,3688.66,2033.13,Debit Card,Tuesday,September,Q3,Mid-Value,Offline,3.82
876517,07-07-2023,Electronics,Mobiles,1,45708.35,45708.35,31293.63,3614.63,272.54,No Discount,8393,Punjab,10527.55,5373.55,Cash,Friday,July,Q3,Low-Value,Offline,3.34
425344,22-10-2023,Electronics,Laptops,2,46990.78,93981.56,67881.54,7598.67,193.6,5%,5231,Gujrat,18307.75,6421.52,Cash,Sunday,October,Q4,Mid-Value,Retail Store,3.72
889413,15-11-2023,Home & Kitchen,Cookware,2,33925.47,67850.94,52017.89,6185.77,261.9,5%,9160,Himachal Pradesh,9385.38,4574.05,Credit Card,Wednesday,November,Q4,Mid-Value,Offline,4.54
586493,26-10-2023,Home & Kitchen,Appliances,1,27543.51,27543.51,21452.78,2668.63,446.52,No Discount,1925,Maharastra,2975.58,2313.01,Cash,Thursday,October,Q4,Low-Value,Offline,1.49
646125,19-03-2023,Fashion,Accessories,4,5165.3,20661.2,14925.7,1421.97,959.16,5%,2716,Gujrat,3354.37,1431.12,UPI,Sunday,March,Q1,High-Value,Offline,4.68
173550,15-11-2023,Fashion,Accessories,1,9011.74,9011.74,6761.72,544.31,494.2,No Discount,3477,Haryana,1211.51,853.47,Debit Card,Wednesday,November,Q4,High-Value,Retail Store,3.28
838679,15-07-2023,Home & Kitchen,Cookware,3,14348.08,43044.24,25988.33,2881.17,1394.66,15%,1983,Maharastra,12780.08,6137.23,UPI,Saturday,July,Q3,High-Value,Online,3.94
843800,24-05-2023,Home & Kitchen,Decor,1,40299.84,40299.84,25392.43,3415.55,345.66,15%,9283,Uttarakhand,11146.2,5424.01,Credit Card,Wednesday,May,Q2,Mid-Value,Offline,4.46
552376,05-04-2023,Electronics,Mobiles,1,15032.45,15032.45,11489.01,815.17,268.69,No Discount,2577,Punjab,2459.58,1967.73,UPI,Wednesday,April,Q2,High-Value,Retail Store,3.09
193019,30-03-2023,Home & Kitchen,Appliances,5,43247.91,216239.55,169047.78,17662.33,1455.27,5%,9353,Punjab,28074.17,18441.49,Cash,Thursday,March,Q1,High-Value,Retail Store,2.12
854587,24-08-2023,Fashion,Shoes,3,7412,22236,16923.39,1954.18,542.39,5%,6479,Punjab,2816.04,1263.53,Credit Card,Thursday,August,Q3,Mid-Value,Offline,2.75
366064,30-03-2023,Home & Kitchen,Cookware,1,22666.07,22666.07,15907.23,1288.26,204.6,No Discount,3914,Himachal Pradesh,5265.98,2243.14,Debit Card,Thursday,March,Q1,Low-Value,Retail Store,3.24
425564,09-10-2023,Home & Kitchen,Appliances,5,7715.88,38579.4,27809.89,2394.56,1262.01,No Discount,5205,Punjab,7112.94,5615.95,Debit Card,Monday,October,Q4,Mid-Value,Online,1.51
889736,25-12-2023,Fashion,Clothing,4,18278.73,73114.92,56241.38,7223.48,1229.34,5%,8780,Maharastra,8420.72,3995.01,Credit Card,Monday,December,Q4,High-Value,Retail Store,4.64
389682,17-05-2023,Beauty,Makeup,4,30334.67,121338.68,81109.25,6555.84,1738.56,No Discount,1882,Himachal Pradesh,31935.03,9499.74,Debit Card,Wednesday,May,Q2,Mid-Value,Offline,2.54
167359,13-12-2023,Home & Kitchen,Furniture,3,7724.5,23173.5,14057.11,1688.45,494.29,5%,2133,Madhya Pradesh,6933.65,2952.54,UPI,Wednesday,December,Q4,High-Value,Online,3.28
947921,28-07-2023,Home & Kitchen,Appliances,3,20628.68,61886.04,47554.48,5345.43,519.92,15%,7854,Gujrat,8466.21,4371.09,Debit Card,Friday,July,Q3,High-Value,Online,3.91
777800,13-04-2023,Home & Kitchen,Furniture,5,49938.81,249694.05,157791.71,15817.63,895.06,15%,7974,Uttarakhand,75189.65,35681.14,Debit Card,Thursday,April,Q2,Mid-Value,Offline,1.27
804074,28-03-2023,Fashion,Accessories,3,25604.31,76812.93,59017.72,5325.31,311.96,15%,9265,Maharastra,12157.94,7396.93,Credit Card,Tuesday,March,Q1,Mid-Value,Retail Store,3.65
793593,11-06-2023,Electronics,TVs,2,20682.83,41365.66,28743.42,2890.58,940.99,15%,4728,Himachal Pradesh,8790.67,4634.2,Cash,Sunday,June,Q2,High-Value,Retail Store,1.53
668967,24-04-2023,Fashion,Shoes,4,37028.76,148115.04,111509.74,14323.86,1468.94,15%,5810,Gujrat,20812.5,13873.66,UPI,Monday,April,Q2,High-Value,Offline,4.61
458511,27-10-2023,Electronics,Audio Player,3,48220.08,144660.24,102188.32,7713.93,653.43,5%,7667,Haryana,34104.56,11747.26,Debit Card,Friday,October,Q4,Mid-Value,Online,2.12
215735,10-08-2023,Beauty,Makeup,2,8599.7,17199.4,10399.89,1486.23,280.6,15%,6161,Madhya Pradesh,5032.68,2556.86,Debit Card,Thursday,August,Q3,Mid-Value,Retail Store,1.29
112453,16-09-2023,Electronics,TVs,5,23811.78,119058.9,85011.8,8722.43,2045,5%,8678,Madhya Pradesh,23279.67,7751.73,UPI,Saturday,September,Q3,High-Value,Offline,4.88
670454,10-05-2023,Home & Kitchen,Furniture,3,44813.86,134441.58,86028.23,10611.84,709.43,10%,5844,Gujrat,37092.08,8375.2,Cash,Wednesday,May,Q2,Low-Value,Offline,4.94
253821,01-10-2023,Electronics,Laptops,5,19758.69,98793.45,76960.77,6415.73,1260.12,No Discount,9511,Punjab,14156.83,12342.88,UPI,Sunday,October,Q4,Mid-Value,Online,3.26
237140,10-12-2023,Fashion,Shoes,4,29473.55,117894.2,77619.73,6779.03,1627.65,10%,9625,Gujrat,31867.79,6352.5,Cash,Sunday,December,Q4,Mid-Value,Offline,2.32
183823,04-02-2023,Fashion,Clothing,5,16138.95,80694.75,49478.62,4381.47,2187.04,No Discount,1123,Himachal Pradesh,24647.62,5477.11,UPI,Saturday,February,Q1,Low-Value,Offline,2.32
379514,05-02-2023,Home & Kitchen,Appliances,1,26004.12,26004.12,18930.87,2574.29,318.35,15%,5902,Uttarakhand,4180.61,1301.71,Credit Card,Sunday,February,Q1,High-Value,Offline,3.54
987247,01-01-2023,Home & Kitchen,Furniture,3,27286.44,81859.32,51557.5,7758.33,183.47,15%,7045,Punjab,22360.02,7901.06,Credit Card,Sunday,January,Q1,Low-Value,Offline,2.2
595934,31-10-2023,Beauty,Fragrances,5,42480.98,212404.9,149815.52,10773.36,1179.91,15%,2883,Gujrat,50636.11,25096.99,UPI,Tuesday,October,Q4,Low-Value,Online,2.42
439651,27-08-2023,Beauty,Fragrances,2,26526.89,53053.78,36845.73,2918.07,687.84,5%,7667,Gujrat,12602.14,4850.43,UPI,Sunday,August,Q3,Low-Value,Offline,1.84
656012,30-08-2023,Electronics,Audio Player,5,44471.11,222355.55,142064.13,18567.69,1380.55,10%,9157,Madhya Pradesh,60343.18,13919.12,Debit Card,Wednesday,August,Q3,Low-Value,Retail Store,4.12
409112,20-02-2023,Electronics,Laptops,4,34244.21,136976.84,109577.22,7212.48,1187.65,5%,3939,Himachal Pradesh,18999.49,13584.4,Debit Card,Monday,February,Q1,High-Value,Retail Store,3.25
922347,27-08-2023,Electronics,TVs,1,23168.03,23168.03,14549.14,1614.68,358.11,5%,3154,Gujrat,6646.1,1756.08,Credit Card,Sunday,August,Q3,Low-Value,Offline,4.23
622247,24-06-2023,Home & Kitchen,Appliances,5,13632.52,68162.6,50739.21,3889.52,1101.17,5%,2663,Haryana,12432.7,9216.98,Credit Card,Saturday,June,Q2,High-Value,Retail Store,1.01
557513,07-01-2023,Home & Kitchen,Appliances,1,22169.33,22169.33,14826.24,1585.52,416.75,5%,9827,Maharastra,5340.82,1718.94,Credit Card,Saturday,January,Q1,High-Value,Retail Store,1.85
648867,19-11-2023,Fashion,Accessories,3,43285.69,129857.07,82405.82,10004.82,710.51,15%,8171,Maharastra,36735.92,11832.19,Debit Card,Sunday,November,Q4,Low-Value,Offline,4.64
145492,29-06-2023,Fashion,Shoes,5,40072.97,200364.85,160183.79,13654.7,2088,No Discount,1598,Gujrat,24438.36,12107.93,Debit Card,Thursday,June,Q2,Low-Value,Online,1.19
576555,27-02-2023,Fashion,Clothing,5,20278.7,101393.5,68552.57,6079.24,1983.58,10%,7989,Haryana,24778.11,10605.82,Cash,Monday,February,Q1,High-Value,Online,1.13
914844,08-07-2023,Fashion,Shoes,5,10341.82,51709.1,33594.91,5047.74,1362.71,No Discount,5261,Punjab,11703.74,6538.79,Debit Card,Saturday,July,Q3,Low-Value,Offline,1.89
775135,21-04-2023,Beauty,Fragrances,4,41095.68,164382.72,109500.59,8328.93,1573.1,10%,4333,Gujrat,44980.1,9221.87,UPI,Friday,April,Q2,Low-Value,Online,1.1
858504,22-04-2023,Electronics,Laptops,1,36205.4,36205.4,28058.59,3136.18,243.74,10%,7306,Madhya Pradesh,4766.89,3682.5,Cash,Saturday,April,Q2,Low-Value,Online,3.4
969368,26-10-2023,Beauty,Makeup,3,42115.99,126347.97,84788.08,7967.39,1104.55,10%,1409,Punjab,32487.95,10222.92,Credit Card,Thursday,October,Q4,Mid-Value,Offline,3.48
352574,30-01-2023,Beauty,Skincare,4,31805.49,127221.96,78089.91,11433.19,1160.33,5%,3186,Madhya Pradesh,36538.53,17891.79,UPI,Monday,January,Q1,Low-Value,Online,1.91
553982,22-11-2023,Fashion,Clothing,2,34156.86,68313.72,52625.28,4027.08,887.61,5%,2120,Madhya Pradesh,10773.75,7629.8,UPI,Wednesday,November,Q4,High-Value,Retail Store,4.7
428196,26-12-2023,Beauty,Fragrances,2,31176.14,62352.28,40301.73,4867.01,754.1,No Discount,6807,Madhya Pradesh,16429.44,6353.38,Credit Card,Tuesday,December,Q4,High-Value,Offline,1.14
735139,15-11-2023,Fashion,Accessories,2,30729.4,61458.8,44997.17,4049.13,768.47,5%,3685,Himachal Pradesh,11644.03,5708.71,Debit Card,Wednesday,November,Q4,Mid-Value,Retail Store,1.11
422575,26-05-2023,Electronics,TVs,1,33694.28,33694.28,24993.07,2449.75,74.49,No Discount,7227,Gujrat,6176.97,2923.81,Debit Card,Friday,May,Q2,Mid-Value,Offline,1.36
219408,15-04-2023,Home & Kitchen,Decor,4,38771.36,155085.44,93898.04,14743.74,862.87,No Discount,7287,Maharastra,45580.79,7802,Credit Card,Saturday,April,Q2,Mid-Value,Online,3.01
243458,01-04-2023,Electronics,Audio Player,2,11463.03,22926.06,16145.64,1972.71,236.76,5%,9764,Haryana,4570.95,1777.45,UPI,Saturday,April,Q2,Low-Value,Retail Store,2.14
390177,22-04-2023,Home & Kitchen,Furniture,3,26674.66,80023.98,61852.37,7145.66,231.71,No Discount,1611,Himachal Pradesh,10794.24,6989.02,Debit Card,Saturday,April,Q2,High-Value,Online,4.77
340483,27-06-2023,Electronics,TVs,5,11900.21,59501.05,38004.5,3790.75,1219.92,10%,5140,Haryana,16485.88,7867.15,UPI,Tuesday,June,Q2,Low-Value,Online,1.85
221558,30-05-2023,Home & Kitchen,Appliances,1,47605.84,47605.84,30645.75,3469.19,492.17,10%,8640,Maharastra,12998.73,5630.6,Credit Card,Tuesday,May,Q2,Mid-Value,Retail Store,4.48
447953,27-03-2023,Beauty,Skincare,3,18345.24,55035.72,33668.76,5123.24,409.61,5%,8027,Uttarakhand,15834.11,6080.06,UPI,Monday,March,Q1,Low-Value,Online,1.13
382607,27-09-2023,Fashion,Shoes,3,17390.07,52170.21,33782.37,2945.26,335.24,No Discount,2818,Uttarakhand,15107.34,6211.71,Cash,Wednesday,September,Q3,Low-Value,Retail Store,2.67
160684,11-05-2023,Electronics,Laptops,1,38309.55,38309.55,24561.58,3747.31,425.58,10%,2853,Haryana,9575.08,1979.01,Cash,Thursday,May,Q2,Low-Value,Online,2.19
269646,02-12-2023,Home & Kitchen,Appliances,1,41355.51,41355.51,29700.32,3704.48,388.35,15%,7077,Maharastra,7562.36,4045.87,Cash,Saturday,December,Q4,High-Value,Online,2.72
801175,15-10-2023,Fashion,Shoes,1,34910.81,34910.81,24603.94,3025.94,291.04,15%,1542,Gujrat,6989.89,2126.37,Cash,Sunday,October,Q4,Low-Value,Online,3.87
654938,02-07-2023,Fashion,Clothing,2,44213.6,88427.2,70586.16,6658.02,213.66,No Discount,2302,Maharastra,10969.36,5819.85,Cash,Sunday,July,Q3,High-Value,Offline,2.57
992739,21-07-2023,Beauty,Skincare,1,13265.78,13265.78,9422.28,942.19,368.33,No Discount,1484,Haryana,2532.98,1716.59,UPI,Friday,July,Q3,High-Value,Offline,1.86
288166,07-07-2023,Beauty,Haircare,1,25137.87,25137.87,19580.95,1579.53,431.04,15%,8016,Madhya Pradesh,3546.35,3672.34,Debit Card,Friday,July,Q3,Low-Value,Retail Store,2.63
653020,11-08-2023,Beauty,Haircare,3,41199.31,123597.93,76998.14,7912.3,1041.24,10%,6667,Haryana,37646.25,12894.96,Debit Card,Friday,August,Q3,Low-Value,Retail Store,1.17
607649,02-12-2023,Beauty,Haircare,1,9108.01,9108.01,6305.19,899.81,195.9,10%,3283,Gujrat,1707.11,1207.04,Cash,Saturday,December,Q4,Mid-Value,Retail Store,3.28
638109,14-02-2023,Home & Kitchen,Decor,5,42195.86,210979.3,131976.77,11757.95,1338.87,5%,1667,Gujrat,65905.71,14135.97,Cash,Tuesday,February,Q1,Mid-Value,Offline,3.92
321502,07-04-2023,Fashion,Shoes,1,42123.71,42123.71,28454.61,2301.08,164.21,15%,8266,Madhya Pradesh,11203.81,6077.07,Cash,Friday,April,Q2,Mid-Value,Retail Store,4.17
127946,08-05-2023,Fashion,Shoes,5,30627.45,153137.25,99988.46,9036.22,1130.55,No Discount,8842,Haryana,42982.02,19083.48,Credit Card,Monday,May,Q2,Mid-Value,Online,4.73
947269,03-06-2023,Beauty,Skincare,1,21723.1,21723.1,16740.77,1236.76,341.72,No Discount,1863,Maharastra,3403.85,1725.72,Cash,Saturday,June,Q2,Low-Value,Offline,3.45
612316,02-03-2023,Home & Kitchen,Cookware,3,37223.32,111669.96,75234.61,9868.57,947.45,15%,2028,Gujrat,25619.33,7227.27,Credit Card,Thursday,March,Q1,High-Value,Retail Store,2.43
836655,15-03-2023,Beauty,Skincare,5,47830.02,239150.1,156020.93,23268.82,1971.2,10%,8656,Gujrat,57889.15,30489.22,Debit Card,Wednesday,March,Q1,High-Value,Retail Store,2.47
